,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
1533,Lund_02198,Body of water,Water resources,Waterway,Natural landscape,Water,Watercourse,Nature,Canal,Bank,River,Rinnebiéck Gorge,a Daniel Nilsson,
1534,Lund_01744,Property,Landmark,Building,Town,Sky,Architecture,Tree,City,Human settlement,Public space,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
1535,Lund_01063,Medieval architecture,Building,Landmark,Architecture,Facade,Classical architecture,Cathedral,Church,Place of worship,,Lund Cathedral :,UIf Danielsson, Aug 2017
1536,Lund_02211,Natural landscape,Natural environment,Vegetation,Nature reserve,Nature,Marsh,Wetland,Freshwater marsh,Grassland,Fen,|G AT,L 1T T, Jul 2014
1537,Lund_00844,Landmark,Estate,Garden,Architecture,Spring,,,,,,Lundagérd,@’ Victor Lindellee, May 2018
1538,Lund_01074,Building,Palace,Estate,Sky,Mansion,Cloud,,,,,Lundagérd,& Nicolas Brochu, Jun 2018
1539,Lund_01891,Landmark,Architecture,Medieval architecture,Place of worship,Night,Holy places,Building,Cathedral,Facade,Church,Lund Cathedral,Hussein Abdulaa,
1540,Lund_00997,Body of water,Water,Water resources,Reflection,Waterway,Natural landscape,Watercourse,Bank,Pond,House,Kulturen,M Maria Klanac, Apr 2018
1541,Lund_01752,Fountain,Water,Sky,Public space,Daytime,Water feature,Plaza,Tree,Town,Town square,Stadsparken,Jonas Blomgqvist, May 2018
1542,Lund_01253,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,,,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
1543,Lund_02200,Sky,,,,,,,,,,Killbybadet 8,Daniel Kretz, Jul 2017
1544,Lund_01484,Garden,Nature,Sky,Botanical garden,Natural landscape,Grass,Lawn,Botany,Wilderness,Tree,Stadsparken,Ingibjérg Magnui, Sep 2016
1545,Lund_01422,Building,Landmark,Architecture,,,,,,,,[T T o1 T T,Frank Stédler, Jul 2018
1546,Lund_00540,Building,Estate,Palace,Mansion,Property,Stately home,Château,,,,Lundagérd,[ BRI TS, Sep 2016
1547,Lund_00704,Landmark,Classical architecture,Architecture,Building,Property,Estate,Sky,Mansion,Palace,,@ Jun Luo,@ Jun Luo, Jun 2017
1548,Lund_01911,Landmark,Building,Architecture,Sky,Property,Town,Tree,Estate,,,Forenom Aparthotel,l0nus MNonskosa, Aug 2017
1549,Lund_01401,Landmark,Architecture,Building,Sky,Church,Spire,Place of worship,,,,Lundagérd 9,Rudi Hayen, Jul 2014
1550,Lund_00726,Medieval architecture,Building,Architecture,Landmark,Property,Stately home,,,,,Lundagérd,@ Anton Mozgovyi, Oct 2017
1551,Lund_02817,Landmark,Building,Architecture,Sky,Town,,,,,,Stadsparken,J  Jonathan Ohrling, May 2017
1552,Lund_01649,Fountain,Water,Garden,Natural landscape,Grass,Water resources,Water feature,Botanical garden,Botany,,Stadsparken,@ Gheorghe Zamfir, Aug 2018
1553,Lund_01873,Water,Fountain,Botany,,,,,,,,Lundagérd 9,LT =T, Oct 2016
1554,Lund_02688,Building,Property,,,,,,,,,e Bjorn Davidsson,e Bjorn Davidsson, Jun 2017
1555,Lund_02284,Building,,,,,,,,,,MAX IV Laboratory,@ EONE Y, Oct 2016
1556,Lund_01822,Botany,Water,,,,,,,,,Lundagérd,Simius Taaravare, Oct 2016
1557,Lund_00871,Landmark,Spring,Flower,Garden,Building,Architecture,Botany,,,,’ Patrick G,’ Patrick G, May 2011
1558,Lund_02075,Building,Landmark,Architecture,Town,,,,,,,Akademiska Forenin,Akademiska Forenin, Sep 2018
1559,Lund_00087,Marina,Boat,Vehicle,Water transportation,Harbor,Watercraft,Dock,Port,,,"‘é"" [N","‘é"" [N", Aug 2018
1560,Lund_00943,Building,Landmark,Property,Palace,Mansion,Architecture,Estate,House,Official residence,,Lundagérd o,M M Wrotniak, Jul 2016
1561,Lund_00093,Road,Dirt road,Mode of transport,Vehicle,Infrastructure,,,,,,B Babulal Yadav,B Babulal Yadav, Mar 2018
1562,Lund_00858,Landmark,Building,Medieval architecture,Church,Architecture,Sky,,,,,Klosterkyrkan,R LE O T, Apr 2017
1563,Lund_00170,Road,Asphalt,Lane,Tree,Green,Road surface,Thoroughfare,Natural landscape,Infrastructure,Grass,@ Sumeet Ranjan S,@ Sumeet Ranjan S, May 2017
1564,Lund_02804,Landmark,Building,Architecture,Town,Sky,City,Human settlement,,,,A LG,& Victor Kalbskopf, Aug 2016
1565,Lund_03134,Vegetation,Green,Grass,Land lot,Nature reserve,Natural landscape,Natural environment,Pasture,Plant community,Leaf,Tréffpunkt Linero,‘;G\ DIIEY T, Jun 2017
1566,Lund_00628,Building,Property,Estate,Human settlement,Town,City,Public space,Architecture,,,Lundagérd 9,P Pulak Barua, Sep 2017
1567,Lund_01595,Urban area,City,Metropolitan area,Town,Human settlement,Building,Property,Roof,Sky,Residential area,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
1568,Lund_00680,Building,Architecture,Landmark,Property,Town,Facade,,,,,Juridiska institutione,EEF S, Aug 2016
1569,Lund_02305,Public space,Architecture,,,,,,,,,ICA Supermarket Lin,Takashi Tokushir,
1570,Lund_01921,Garden,Botanical garden,Tree,Natural landscape,Sky,Botany,Shrub,Grass,,,Stadsparken 2,@’ Ani Vera, Jul 2016
1571,Lund_00236,Classical architecture,Landmark,Building,Architecture,Palace,,,,,,Lundagérd 8,@ Martin Giles, Mar 2014
1572,Lund_01690,Estate,Mansion,Landmark,Property,Building,Architecture,,,,,[TV T,Carlos Velasco, Aug 2015
1573,Lund_02855,Fountain,Water,Water feature,Building,Public space,,,,,,Juridiska institutione,&- Claude Bukowsk,
1574,Lund_00664,Building,Landmark,Architecture,Property,Palace,Estate,Sky,,,,Lundagérd,g; Andy Simmons,
1575,Lund_03143,Sky,Natural landscape,Cloud,Green,Pasture,Grassland,Natural environment,Grass,Land lot,Horizon,. Matthew H. Motz,. Matthew H. Motz, May 2018
1576,Lund_01231,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Gothic architecture,Cathedral,,,,[T T o1 T T T,Wal dek, May 2010
1577,Lund_01707,Landmark,Mansion,Building,Sky,Architecture,Estate,Home,Official residence,,,Lundagérd ¢,Matt Kucinsky, Aug 2015
1578,Lund_01341,Property,Estate,Building,Mansion,Palace,Château,Stately home,,,,Lundagérd ¢,prithvi shenoy, Jun 2018
1579,Lund_00592,Building,Landmark,Property,Architecture,,,,,,,Lundagard ¢,Lundagard ¢, Mar 2017
1580,Lund_01748,Sky,Landmark,Architecture,Place of worship,Daytime,Building,,,,,Lund Cathedral ¢,[ CLLQI (T, Aug 2013
1581,Lund_01564,Landmark,Building,Tower,Architecture,Town,Sky,Steeple,,,,Lund Cathedral,Jurgen Jurgenss, Jul 2018
1582,Lund_03152,Body of water,Natural landscape,Nature,Water resources,Water,Natural environment,Nature reserve,Sky,Vegetation,Bank,Nobbelbvs mosse,K Karl Magnus Adi, May 2016
1583,Lund_00372,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Place of worship,Facade,Cathedral,Church,Sky,Lundagérd =,= Norbert Derbl, Jul 2018
1584,Lund_02671,Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture,g hussam selawi,g hussam selawi, Aug 2018
1585,Lund_02529,Natural landscape,Pasture,Nature,Wildlife,Nature reserve,Tree,Vegetation,Natural environment,Grass,Grassland,Rinnebick Gorge,i Chris Maljanovsk, Jul 2016
1586,Lund_00515,Classical architecture,Building,Landmark,Architecture,Palace,,,,,,Lundagérd,T ) Terese Larsson E, Jul 2018
1587,Lund_02893,Vegetation,Water,Nature reserve,Tree,Botany,Pond,Bank,Botanical garden,House,River,Botanical Garden,;g. Mykola Kondrate, Aug 2018
1588,Lund_00728,Building,Architecture,Landmark,Town,Property,Facade,House,,,,Grand Hotel Lund,‘{ﬁ Sanjay Gangadh:e,
1589,Lund_01067,Building,Landmark,Classical architecture,Architecture,Palace,Official residence,Mansion,Estate,,,Lundagérd,Michal Skrzypiec, Mar 2011
1590,Lund_01507,,,,,,,,,,,Lund travel 3,j BN, Aug 2011
1591,Lund_00304,Building,Château,Property,Estate,Landmark,Architecture,Stately home,Manor house,,,University Library,Michael Karnerfc, Jul 2018
1592,Lund_02357,Nature reserve,Land lot,Cottage,Rural area,Roof,,,,,,L TR TR,Natalia Avramch, Jul 2017
1593,Lund_00494,Building,Estate,Mansion,Palace,Official residence,Property,Stately home,Château,Architecture,Classical architecture,Lundagérd 9,S  Sheila Sang, Aug 2018
1594,Lund_01685,Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire,Kulturen |,Kulturen |, Aug 2016
1595,Lund_01392,Property,Building,House,Architecture,,,,,,,Kulturen,Anna Cismasu, Jul 2018
1596,Lund_01696,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Facade,,,,,Lund Cathedral,Martin Saralegi-A, Jul 2017
1597,Lund_01875,Property,Sky,House,Building,Architecture,Church,,,,,. Bartosz Klukac,. Bartosz Klukac,Photo
1598,Lund_01805,Sky,Property,Estate,Landmark,House,Architecture,Building,Grass,Cloud,Home,Stadsparken,Alexandre Smirn, Oct 2017
1599,Lund_00191,Landmark,Architecture,Medieval architecture,Night,Building,Sky,Place of worship,Church,Facade,,fbs Meghnath Saha,fbs Meghnath Saha, Sep 2016
1600,Lund_00854,Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,,,Lundagérd,Aleksandras Ples, Aug 2013
1601,Lund_01579,Natural landscape,Natural environment,Nature reserve,Fen,Bank,Water resources,Land lot,Wetland,Pasture,Grassland,Férhagar (Hundrastg,K Kalle Andersson, May 2018
1602,Lund_00811,Spire,Landmark,Steeple,Architecture,Building,Place of worship,Church,Parish,,,Allhelgonakyrkan,6 NI D, May 2004
1603,Lund_02147,Botany,,,,,,,,,,Lundagérd ¢,Lundagérd ¢, Jun 2018
1604,Lund_00656,Medieval architecture,Landmark,Building,Architecture,Classical architecture,Historic site,Facade,,,,Lund Cathedral,@ Andreas Schaller, May 2016
1605,Lund_00627,Property,Landmark,Architecture,Building,Town,Brick,House,Urban area,,,LUX building (Lund U,@ 2L U@, Mar 2018
1606,Lund_02129,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1607,Lund_00927,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1608,Lund_02274,Natural landscape,Water,Natural environment,Grass,Nature reserve,Vegetation,Bank,Pond,Water resources,Grassland,L TR TR,Michael Shmuley, Jun 2018
1609,Lund_02786,Snow,Winter,Tree,Freezing,Sky,,,,,,Flygelskolan,Bonny Gribbling,
1610,Lund_01440,Pond,Bank,Natural landscape,Tree,Spring,Waterway,Botany,Botanical garden,Water,,Botanical Garden,FRiRf, Apr 2018
1611,Lund_00861,Building,Estate,Classical architecture,Landmark,Mansion,Architecture,Palace,Property,Stately home,Official residence,Lundagérd 8,@ Ryan Wilson, Aug 2009
1612,Lund_01354,Medieval architecture,Architecture,Landmark,Building,Classical architecture,Place of worship,Historic site,Cathedral,Facade,Byzantine architecture,Per Tutti Glasscafé,Anne-Charlotte J, Sep 2017
1613,Lund_00189,Tree,Sky,Morning,Leaf,,,,,,,9 Sumeet Ranjan S,TRV EVR I g,
1614,Lund_02085,Natural landscape,Nature,Body of water,Reflection,Tree,Leaf,Natural environment,Pond,Vegetation,Bank,Botanical Garden,Niaz Haq, Sep 2018
1615,Lund_02909,Property,House,Roof,Building,Home,,,,,,bread Lab 1,§ Er Kent Lundgren, Jan 2018
1616,Lund_00970,Estate,Property,Building,Grass,House,Tree,Architecture,Mansion,Lawn,,University Library,I\ SRV, Jul 2017
1617,Lund_02377,Home,Property,House,Lighting,Building,Sky,,,,,Ljungs Handel ¢,K @ Kent Olsson, Jan 2018
1618,Lund_03125,Natural landscape,Nature,Vegetation,Nature reserve,Green,Grass,Natural environment,Geological phenomenon,Tree,Biome,ICA Supermarket Lin,e Travel to, Jul 2017
1619,Lund_00229,Landmark,Building,Palace,Estate,Architecture,Classical architecture,Mansion,Stately home,Official residence,,% William Térneber,% William Térneber, Apr 2018
1620,Lund_01087,Building,Property,Landmark,Architecture,House,,,,,,[T TV TTET 3 T,[T TV TTET 3 T, Jan 2018
1621,Lund_02338,Pasture,Grass,,,,,,,,,Rinnebidck Gorge,a Daniel Nilsson, Nov 2017
1622,Lund_02533,Tent,Canopy,,,,,,,,,Klostergérdens IP,Q‘ Mats Lundstrom, Jun 2017
1623,Lund_02798,Building,Estate,Landmark,Mansion,Palace,Official residence,Property,Classical architecture,Architecture,Stately home,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
1624,Lund_00431,Estate,Mansion,Building,Landmark,Property,Stately home,Palace,Château,,,Lundagérd,V.Y T, May 2018
1625,Lund_01344,Building,Classical architecture,Landmark,Architecture,Palace,,,,,,Lundagérd,Michael Dobson, May 2016
1626,Lund_02761,Road,Land lot,,,,,,,,,Rinnebéck Gorge,Anders Nilsson, Feb 2017
1627,Lund_03057,Road,Sky,Field,Dirt road,Green,Grass,Lane,Grassland,Natural environment,Tree,[ TR DR,%‘ mari pelinder, Jun 2017
1628,Lund_02806,Landmark,Architecture,Building,Sky,Classical architecture,Medieval architecture,Place of worship,Church,,,[T T VT,@ Adrian Popescu, Sep 2016
1629,Lund_01527,Landmark,Architecture,Building,Medieval architecture,Church,Facade,,,,,Lund Cathedral,{‘j Pascal BASROGE, Jun 2018
1630,Lund_00724,Property,Building,Town,Human settlement,City,Sky,Public space,Estate,Architecture,Neighbourhood,Lundagérd ¢,"""\ Katerina Morfi .",
1631,Lund_00393,Landmark,Palace,Mansion,Building,Estate,Property,Architecture,Stately home,,,Lundagérd,D) Dimitris Basinos, Apr 2009
1632,Lund_01535,Landmark,Town,Sky,Architecture,Building,Tower,City,,,,Lund Cathedral,Ishan Chauhan,
1633,Lund_00981,Garden,Botanical garden,Tree,Botany,Park,,,,,,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
1634,Lund_00884,Garden,Tree,Botany,,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
1635,Lund_03175,Nature,Natural landscape,Water resources,Nature reserve,Watercourse,Water,,,,,Rinnebick Gorge 2,@ Anton Mgller,
1636,Lund_02286,Water,Sky,Natural environment,Wilderness,Water resources,River,Cloud,Vacation,,,Adam Matias Ho,Adam Matias Ho, Sep 2017
1637,Lund_02386,Rapeseed,Field,Mustard,Mustard plant,Yellow,Canola,Meadow,Plant,Grassland,Natural landscape,Nobbel6vs mosse,#€) Edvin Dribe, May 2017
1638,Lund_01215,Estate,Building,Palace,Mansion,Stately home,Château,Property,Official residence,Manor house,Classical architecture,Kungshuset,Jessica Persson, Jun 2018
1639,Lund_01782,Fountain,Garden,Botanical garden,Natural landscape,Property,Lawn,Grass,Tree,Park,Botany,Stadsparken 9,Amir Armfalk, May 2017
1640,Lund_00499,Château,Building,Estate,Property,Palace,Mansion,,,,,Bantorget -,L. -, Jul 2017
1641,Lund_00111,Building,Architecture,Town,Landmark,City,Property,Human settlement,Mixed-use,Urban area,Tree,' (&1 EY T,' (&1 EY T, Dec 2016
1642,Lund_02390,Sky,Cloud,Farm,,,,,,,,Ljungs Handel,M) Mattias Onsdorff,
1643,Lund_01638,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,,,,,[T L He 1 BT,. EECIen, Sep 2017
1644,Lund_02714,Vegetation,Land lot,Hill,Rural area,Grass,Soil,Pasture,,,,Klosteréngshojden,Q Peter Nordensva, May 2018
1645,Lund_02722,Tree,Grass,Sky,Natural landscape,Natural environment,Pasture,,,,,Fredentorps Begravr,6 IR DL, Sep 2016
1646,Lund_01864,Landmark,Building,Architecture,Medieval architecture,Tower,,,,,,Lund Cathedral,?\. Jonathan Bryce,
1647,Lund_00786,Estate,Property,Garden,Lawn,Home,House,Natural landscape,Botanical garden,Building,Grass,Botanical Garden,u& Andreas Gillberg, Aug 2017
1648,Lund_01447,Snow,Winter,Building,Architecture,,,,,,,University Library,Gianluca Capriol, Jan 2017
1649,Lund_02699,Landmark,Architecture,Botany,Flower,,,,,,,Lundagérd,D) David Bengtsson, May 2018
1650,Lund_00259,Landmark,Medieval architecture,Building,Architecture,Château,Estate,Stately home,Baptistery,,,[T L He 1 BT,& Timofei Muntean, Apr 2017
1651,Lund_02535,Natural landscape,Water,Natural environment,Floodplain,Sky,Winter,Tree,Bank,Wetland,River,Nobbel6vs mosse,L 1T T, Feb 2014
1652,Lund_02854,,,,,,,,,,,Lundagérd 9,L 1T T, Sep 2013
1653,Lund_00865,Estate,Building,Palace,Mansion,Stately home,Château,Landmark,Property,Manor house,Official residence,Lundagérd,M Marita Schiren, Apr 2017
1654,Lund_01337,Building,Property,Town,Architecture,Human settlement,Public space,House,City,,,Bantorget,Birgitta Karlsson, May 2017
1655,Lund_00060,Architecture,Building,Medieval architecture,Landmark,,,,,,,Lund - Nov 2017,M) Manos Orfanos,
1656,Lund_01645,Fountain,Water,Water resources,Natural landscape,Property,Water feature,,,,,Stadsparken,Giorgio Berardi, Oct 2017
1657,Lund_02121,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1658,Lund_02029,Grassland,Land lot,Natural landscape,Grass,Sport venue,Natural environment,Pasture,Plain,Meadow,Field,Sankt Hans Hill ¢,@ Yun Liu ), May 2017
1659,Lund_00722,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,,,[TV T,‘; LEGENETELET, Jul 2016
1660,Lund_00866,Garden,Botanical garden,Natural landscape,Lawn,Botany,Shrub,Plant,Landscaping,,,Botanical Garden,IM> Miklos Szakacs, Jul 2016
1661,Lund_00575,Estate,Building,Stately home,Palace,Mansion,,,,,,Lundagérd,L Laia Puig Blasco, Aug 2016
1662,Lund_01932,Landmark,Medieval architecture,Building,Architecture,,,,,,,Lundagérd,L4 f Oldfich Kamensk, Aug 2018
1663,Lund_01259,Building,Landmark,Property,Architecture,Mansion,,,,,,Lundagérd,Peter Wolf, Jun 2018
1664,Lund_00320,Landmark,Spire,Building,Architecture,City,Sky,Medieval architecture,Town,,,Domkyrkoplatsen,Moath Alomari,
1665,Lund_01467,,,,,,,,,,,Lundagérd,‘a Sapkaris Nikolao, Sep 2018
1666,Lund_02007,Landmark,Building,Architecture,Palace,Classical architecture,,,,,,Lundagérd,L) UIf Zimmermann, Aug 2018
1667,Lund_00587,Landmark,Architecture,Medieval architecture,Sky,Building,Spire,Steeple,,,,Lund Cathedral :,[ ‘&f‘ (T A e, Apr 2017
1668,Lund_02171,Landmark,Architecture,Medieval architecture,Building,Historic site,,,,,,Lundagérd,&;‘ Mirja Markkula, Sep 2017
1669,Lund_01603,Fountain,Daytime,Sky,Water feature,Public space,Park,Water,,,,Stadsparken ¢,ﬁ John Eckerdal, Jul 2016
1670,Lund_00154,Marina,Waterway,Dock,Harbor,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
1671,Lund_00215,Aerial photography,Urban area,Residential area,Metropolitan area,Daytime,Bird's-eye view,Sky,City,Suburb,Roof,[T 8,. uwe leinhos, Aug 2015
1672,Lund_00381,Building,Landmark,Architecture,Classical architecture,Property,Palace,Estate,Mansion,House,,Lundagérd,R N Y VBT e, Jun 2011
1673,Lund_02818,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,City,Human settlement,Neighbourhood,Lundagérd 8,@ Sergio Garcia, Oct 2012
1674,Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,,,,,‘i’) [N,‘i’) [N, Aug 2018
1675,Lund_00344,Building,Estate,Property,Mansion,Stately home,Château,Manor house,Palace,Architecture,,Bantorget,Q Kim van Waarder, Aug 2016
1676,Lund_02769,Pasture,Grassland,Bovine,Mammal,Grazing,Dairy cow,Natural environment,Meadow,Farm,Livestock,Rinnebidck Gorge,Prashant Bari, May 2017
1677,Lund_00010,Medieval architecture,Architecture,Building,Landmark,Place of worship,Cathedral,Gothic architecture,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
1678,Lund_01264,Landmark,Medieval architecture,Architecture,Building,Place of worship,Church,Facade,,,,OLYMPUS DIGITAL C,) Michael Field, May 2012
1679,Lund_00047,Natural landscape,Lawn,Grass,Garden,Tree,Public space,Spring,Botany,,,Lund - Nov 2017,M) Manos Orfanos, Nov 2017
1680,Lund_00895,Water,Landmark,Building,Reflecting pool,Architecture,,,,,,Lundagérd ¢,& S ], Apr 2018
1681,Lund_01199,Property,Estate,Home,House,Garden,Building,,,,,Botanical Garden,",{t Matthias Lauer", Jul 2017
1682,Lund_01232,Tree,Landmark,Architecture,Building,Daytime,Spring,,,,,Lundagérd,"@"" Victor Lindellee",
1683,Lund_00057,Tree,Grass,Walkway,Spring,,,,,,,Lund - Nov 2017,M) Manos Orfanos,
1684,Lund_02246,Natural landscape,Nature,Vegetation,Bank,River,Water,Rock,Watercourse,Nature reserve,Grass,Rinnebick Gorge 2,Kajsa Anka, Jun 2018
1685,Lund_00820,Cobblestone,Town,Public space,Sky,Human settlement,Flooring,,,,,Stortorget c,(r;’ Mato Bo$njak, Aug 2016
1686,Lund_00676,City,Building,Town,Human settlement,Architecture,Landmark,Neighbourhood,Public space,Town square,Plaza,[T e T T T,@ Daniel Klein, Aug 2018
1687,Lund_02091,Building,Town,Public space,Human settlement,City,Architecture,,,,,,, Jun 2017
1688,Lund_01652,Body of water,Natural landscape,Nature,Water,Bank,Water resources,River,Pond,Natural environment,Nature reserve,Stadsparken,P Maziar Haghpan:, Aug 2017
